respondent_id,region_str,psu,weight,age,female,educ_raw,income_k,trust_gov,trust_media,trust_science,trust_local,policy_support,voted_last_election,satisfaction
1052,west,10,0.662,39,1,5,10.8,1,1,1,1,3,1,4.4
1053, northeast,1,1.5387,REFUSED,0,1,18.0,3,5,5,5,4,1,7.7
1054,Midwest ,6,0.9357,57,0,2,62.4,1,3,2,2,2,1,6.6
1055,Midwest ,2,0.9891,47,0,3,45.0,4,4,3,2,4,1,4.6
1056,west,17,0.7131,60,1,1,11.9,4,3,4,3,4,1,6.3
1057,Midwest ,25,1.1461,35,0,4,15.8,2,1,1,4,2,0,7.1
1058, northeast,12,0.9987,41,1,4,47.0,5,3,4,2,4,0,5.1
1059,Midwest ,28,1.2031,59,1,1,18.9,3,-99,4,4,3,1,7.7
1060,west,8,1.006,51,1,1,52.0,4,2,3,3,4,0,6.0
1061,Midwest ,8,0.9728,62,1,3,31.5,5,5,4,5,4,0,8.1
1062,SOUTH,23,0.7425,23,0,1,25.2,3,4,-99,-99,3,0,6.5
1063,SOUTH,19,0.8757,18,0,2,88.6,1,1,1,1,4,0,7.3
1064,SOUTH,30,0.8934,57,1,2,101.5,4,2,4,3,4,1,7.0
1065,Midwest ,6,1.0747,52,0,3,34.6,4,5,2,4,4,1,4.1
1066, northeast,3,1.2686,50,1,3,56.4,5,5,4,5,4,0,4.3
1067,west,2,0.9373,38,1,1,28.6,3,3,1,-99,4,0,8.4
1068,Midwest ,24,1.3325,52,0,4,40.2,2,3,1,2,4,0,6.7
1069, northeast,12,1.7094,63,0,1,109.2,1,1,2,3,3,1,5.1
1070,west,21,0.693,18,1,2,47.9,1,3,3,4,3,1,6.4
1071,SOUTH,29,0.8738,52,1,2,,3,3,3,4,4,1,8.5
1072, northeast,22,1.6575,56,0,3,81.7,5,3,5,5,4,0,6.2
1073,west,2,0.7227,42,1,3,39.5,1,1,1,1,2,1,6.4
1074, northeast,30,1.4081,52,0,3,40.5,2,2,1,1,2,1,4.9
1075,west,4,0.671,51,1,2,34.4,4,1,2,1,4,1,3.8
1076,SOUTH,8,0.7365,28,0,2,46.8,3,3,2,1,4,0,4.2
1077,west,30,1.04,26,0,4,37.7,5,3,3,3,4,1,6.1
1078,SOUTH,7,0.8089,21,0,4,29.5,5,3,5,5,4,0,6.7
1079, northeast,5,1.1753,44,0,4,N/A,3,4,3,4,4,0,5.9
1080,SOUTH,8,0.8604,38,0,3,22.0,3,3,2,5,3,0,7.5
1081,west,9,0.6966,55,1,3,7.1,1,5,3,5,4,0,5.3
1082,west,19,0.6304,36,1,3,85.9,1,2,3,2,3,0,5.7
1083,Midwest ,15,0.7908,28,1,3,N/A,4,5,2,5,4,0,6.9
1084, northeast,3,1.637,38,0,2,44.2,3,1,4,2,4,1,7.6
1085,Midwest ,25,1.1609,18,1,2,58.3,2,3,3,1,3,0,4.9
1086,SOUTH,7,0.8425,64,0,4,18.1,3,4,4,3,4,1,7.4
1087, northeast,8,1.4019,57,0,2,12.4,5,5,1,-99,4,0,5.2
1088, northeast,10,1.4687,68,0,4,21.9,2,2,2,4,4,1,7.0
1089, northeast,13,1.1628,43,1,3,106.7,3,3,4,5,4,0,7.8
1090,SOUTH,17,0.8299,39,0,2,10.9,4,4,4,3,4,0,5.2
1091, northeast,11,1.2494,60,1,2,36.0,3,1,2,-99,4,1,8.6
1092, northeast,23,1.3193,48,0,4,62.9,5,-99,3,1,4,1,6.2
1093,Midwest ,7,1.255,24,0,3,33.0,5,4,3,5,4,0,7.0
1094, northeast,13,1.5066,70,1,2,41.4,5,3,3,2,4,1,6.3
1095,SOUTH,9,0.6922,44,1,2,21.7,2,3,4,5,4,0,6.4
1096, northeast,11,1.0768,40,0,2,101.7,3,2,4,-99,4,0,5.7
1097,west,20,0.7216,37,1,2,N/A,5,5,4,5,4,0,8.3
1098,Midwest ,22,1.2905,71,1,4,25.6,3,5,4,4,4,1,2.8
1099, northeast,26,1.2931,56,1,4,19.9,2,5,2,5,4,0,5.7
1100,SOUTH,2,0.8321,41,0,2,58.6,1,3,2,5,1,0,6.8
1101,Midwest ,27,1.1868,44,0,2,25.1,2,3,4,3,3,1,4.7
1102,Midwest ,27,1.2906,26,0,1,29.7,3,5,3,5,3,0,6.9
1103,Midwest ,5,1.271,67,0,3,79.7,2,4,5,4,4,1,7.5
1104,west,2,0.4983,87,0,3,36.0,5,2,5,5,4,1,8.0
1105,SOUTH,11,0.7313,REFUSED,1,3,32.8,5,5,-99,5,4,1,7.5
1106,Midwest ,23,1.0878,20,0,4,24.4,5,3,2,3,4,1,6.2
1107,SOUTH,23,0.9119,18,1,2,25.4,1,1,1,1,1,0,5.4
1108, northeast,15,1.6218,46,1,1,66.1,5,3,2,4,1,1,4.8
1109, northeast,2,1.3805,18,0,3,32.7,5,1,1,2,4,0,6.6
1110, northeast,15,1.4178,40,1,1,32.9,5,4,3,5,4,0,7.3
1111,Midwest ,26,1.2665,68,1,1,32.1,2,4,2,3,3,1,4.4
1112,SOUTH,19,0.9975,56,0,2,36.0,2,2,1,1,2,0,5.8
1113,Midwest ,25,1.2684,63,1,2,38.8,3,5,4,5,4,1,8.6
1114,west,19,0.8104,85,1,1,N/A,1,2,1,4,2,0,6.5
1115,SOUTH,28,0.6441,41,0,3,27.2,5,3,4,5,4,0,6.5
1116,west,13,0.5073,30,0,3,68.9,4,4,1,1,4,0,7.1
1117,west,4,0.7455,47,0,3,66.5,3,-99,4,5,4,0,9.6
1118, northeast,10,1.4004,46,1,2,64.8,2,5,1,4,2,0,6.6
1119, northeast,23,0.9818,38,0,2,78.0,2,3,1,4,2,1,7.0
1120, northeast,30,1.4703,69,0,3,83.4,1,1,1,3,4,1,6.5
1121,Midwest ,17,0.933,38,0,2,51.9,3,4,4,1,4,1,6.7
1122,Midwest ,15,1.5313,21,0,3,12.6,4,3,2,5,4,1,6.8
1123,Midwest ,6,0.9819,68,1,3,16.8,1,3,4,3,4,1,5.2
1124,west,18,0.4869,59,1,2,80.6,4,4,3,4,4,1,6.1
1125,west,24,0.7352,31,1,2,,4,1,3,5,4,1,5.2
1126,west,13,0.7364,22,0,3,20.2,5,5,3,5,4,0,6.9
1127,west,10,0.8428,REFUSED,0,3,54.7,1,1,2,-99,1,1,4.6
1128,Midwest ,11,1.1787,38,0,3,57.8,4,1,1,1,4,1,7.1
1129, northeast,1,1.3148,73,0,4,58.5,5,5,5,4,4,1,6.1
1130,Midwest ,14,1.2854,51,0,2,31.4,2,3,2,2,4,0,7.5
1131, northeast,20,1.399,43,0,4,40.7,1,-99,4,1,4,1,6.5
1132,SOUTH,19,0.5911,53,1,4,50.8,2,3,4,5,4,0,9.0
1133,west,21,0.79,REFUSED,1,2,13.3,1,2,2,3,3,1,5.7
1134, northeast,6,1.5639,59,0,2,20.7,1,1,1,2,2,1,3.8
1135, northeast,14,1.3522,59,0,3,75.1,2,5,3,4,3,1,7.1
1136,Midwest ,1,1.106,29,0,4,46.9,4,1,3,2,4,1,7.7
1137, northeast,9,1.3569,54,1,2,21.1,4,3,4,5,4,0,8.6
1138,SOUTH,5,0.9026,79,0,4,78.7,3,4,3,4,4,1,6.9
1139, northeast,9,1.1533,59,0,3,11.7,4,5,3,4,4,1,5.8
1140, northeast,12,1.3361,34,0,3,N/A,3,5,4,4,4,0,6.8
1141,SOUTH,12,0.8924,34,0,3,24.9,5,5,2,5,4,1,8.4
1142,west,7,0.857,50,1,3,34.3,4,1,1,2,4,0,6.0
1143,west,8,0.8053,46,1,2,19.9,1,3,3,5,4,0,6.3
1144,Midwest ,29,0.9948,49,1,4,34.4,2,1,2,3,3,1,5.4
1145,west,5,0.6439,60,1,2,23.8,-99,5,4,1,2,1,4.0
1146,Midwest ,10,1.0267,37,1,3,46.4,5,3,2,1,4,0,4.7
1147,Midwest ,27,1.1331,47,0,3,42.9,1,1,2,1,2,1,5.4
1148,Midwest ,23,0.9104,35,0,3,75.9,3,3,1,-99,3,1,5.2
1149,SOUTH,13,0.6204,64,1,3,25.8,3,2,4,2,4,0,6.0
1150,SOUTH,14,0.8786,51,0,3,23.7,3,5,5,5,4,1,6.3
1151,Midwest ,25,1.1673,53,0,3,49.4,1,1,1,1,2,1,3.2
1152,Midwest ,15,1.0028,19,0,4,52.7,1,4,1,2,3,1,5.8
1153,Midwest ,26,1.0311,41,0,2,100.9,1,1,1,1,1,1,8.3
1154, northeast,28,1.2383,41,1,1,47.5,4,5,4,4,4,0,5.7
1155,Midwest ,5,0.9528,29,1,2,30.8,3,4,3,4,4,1,5.7
1156,west,3,0.637,37,1,2,44.3,-99,5,3,4,4,1,5.2
1157,west,26,0.8601,54,0,3,22.2,2,2,2,1,4,0,6.2
1158,Midwest ,6,1.2052,50,0,4,17.9,5,3,1,1,4,0,6.7
1159, northeast,18,1.0864,50,0,4,11.9,2,-99,5,4,4,0,6.6
1160, northeast,1,1.4238,67,1,2,34.3,1,1,2,1,1,0,6.6
1161,SOUTH,6,0.7384,42,0,3,75.5,5,5,5,5,4,1,10.0
1162,SOUTH,13,1.0356,40,0,5,56.4,1,4,4,5,3,0,3.7
1163,west,15,0.8227,18,1,3,71.4,3,1,5,3,4,0,4.2
1164, northeast,15,1.5657,52,1,4,17.7,5,4,1,5,4,0,7.6
1165,SOUTH,18,0.9491,66,1,1,46.8,1,4,-99,2,4,0,4.3
1166, northeast,29,1.3422,36,1,4,11.5,3,5,5,1,4,1,5.6
1167,west,16,0.8706,45,0,4,61.4,5,5,1,5,4,1,5.1
1168,SOUTH,1,0.9614,34,0,4,24.7,4,-99,5,5,4,1,8.3
1169, northeast,7,1.1417,18,1,2,55.4,2,2,2,1,4,0,7.5
1170, northeast,5,1.3365,20,0,3,20.3,1,1,1,2,3,1,6.6
1171,west,3,0.9049,25,0,3,42.3,2,2,3,5,4,1,6.0
1172,west,5,0.8117,52,1,2,27.8,3,5,5,5,4,1,8.5
1173,SOUTH,11,0.8571,43,0,1,43.7,2,2,2,1,1,0,7.3
1174,SOUTH,9,0.5481,38,0,4,50.2,3,1,4,3,4,0,4.8
1175, northeast,16,1.0558,46,1,4,29.7,1,1,1,1,4,0,4.6
1176, northeast,17,1.3153,18,0,3,20.2,4,5,5,4,4,1,6.0
1177, northeast,24,1.1139,REFUSED,0,4,15.8,5,2,-99,1,4,1,5.5
1178,Midwest ,13,1.1173,46,1,4,13.0,2,2,1,5,4,0,7.6
1179,Midwest ,15,0.9588,46,1,2,23.1,4,5,5,5,4,1,7.8
1180, northeast,26,1.5121,47,1,2,34.3,5,2,1,3,4,0,5.1
1181, northeast,21,1.5676,72,1,4,18.5,1,1,4,1,4,1,5.0
1182,west,24,0.836,38,0,3,31.1,3,1,2,1,4,1,5.6
1183, northeast,7,1.472,47,0,1,25.6,2,1,2,-99,2,0,6.5
1184,west,26,0.8567,37,0,3,29.0,5,5,5,5,4,0,7.8
1185,Midwest ,14,1.1787,48,1,3,99.0,3,1,2,1,4,1,8.3
1186,west,2,0.9477,27,1,2,15.3,4,1,3,1,4,1,4.7
1187,Midwest ,22,1.1538,32,0,2,40.4,3,3,5,3,4,0,8.4
1188, northeast,16,1.6131,62,1,3,49.0,4,4,3,-99,4,1,5.7
1189,west,23,0.7342,35,0,3,16.1,4,5,3,3,4,1,6.4
1190,west,28,0.7057,52,1,3,26.8,4,1,2,1,4,1,3.0
1191,west,18,0.7387,47,0,4,N/A,3,5,2,2,4,0,6.5
1192,Midwest ,23,1.2022,26,0,2,N/A,3,3,4,1,4,0,7.7
1193, northeast,25,1.3417,50,0,2,15.6,5,5,3,5,4,0,7.0
1194,west,3,0.8165,78,0,1,56.0,5,2,3,3,4,1,6.0
1195, northeast,4,1.3398,54,0,1,37.8,4,2,3,5,4,1,7.7
1196,west,13,0.7406,25,0,2,33.9,3,4,3,4,4,1,8.3
1197,SOUTH,26,0.9065,90,1,3,22.6,4,5,4,5,4,1,6.0
1198,Midwest ,13,0.8982,51,0,4,42.2,1,1,3,3,4,1,7.0
1199,Midwest ,2,1.1095,40,0,3,12.8,3,3,2,5,4,0,6.0
1200,SOUTH,10,0.7776,45,0,3,36.5,5,5,4,5,4,0,8.4
15,west,17,0.8131,48,0,1,16.3,1,1,1,1,2,0,5.2
274,west,21,0.856,38,0,4,22.4,4,1,3,2,4,0,4.5
611,west,19,0.6924,39,0,2,48.8,5,5,3,3,4,1,6.1
900,SOUTH,22,1.0006,50,0,5,N/A,3,4,3,3,4,1,6.7
